name,datetime,temp,dew,humidity,windspeed,cloudcover,solarradiation,solarenergy,sunrise,sunset,moonphase,conditions,description,icon
"Kano, Nigeria",2025-06-09,30.3,22.2,63.7,9.4,42.6,281.6,24.5,2025-06-09 6:01:06,2025-06-09 18:49:44,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-06-10,30.9,21.1,59,9.6,69.4,275.5,23.7,2025-06-10 6:01:13,2025-06-10 18:50:01,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-06-11,30.7,21.4,60,69.1,55,269.4,23.3,2025-06-11 6:01:21,2025-06-11 18:50:17,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-06-12,30.3,20.7,58.5,15,42.1,281.7,24.4,2025-06-12 6:01:29,2025-06-12 18:50:33,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-06-13,29.7,20.3,58.9,11,43.7,203.1,17.7,2025-06-13 6:01:38,2025-06-13 18:50:49,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
"Kano, Nigeria",2025-06-14,30.1,20.2,57.2,23,57.1,273.5,23.7,2025-06-14 6:01:48,2025-06-14 18:51:05,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-06-15,28.7,20.4,63,18.3,30.6,289.3,25,2025-06-15 6:01:58,2025-06-15 18:51:20,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2025-06-16,29.6,20.2,58.3,10.1,71.6,273.6,23.7,2025-06-16 6:02:08,2025-06-16 18:51:35,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-06-17,30.2,21.4,60.8,16.1,35.5,292,25.3,2025-06-17 6:02:19,2025-06-17 18:51:50,0.72,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain
"Kano, Nigeria",2025-06-18,29,18.4,54.7,18.3,39,278.8,24.2,2025-06-18 6:02:31,2025-06-18 18:52:04,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-06-19,30.8,21,57.2,15,26.7,291.6,25.3,2025-06-19 6:02:43,2025-06-19 18:52:18,0.79,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
"Kano, Nigeria",2025-06-20,30.3,20.8,58.8,12.8,41.8,281,24.2,2025-06-20 6:02:56,2025-06-20 18:52:31,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-06-21,30.4,20.2,56.7,15,30.4,279.7,24,2025-06-21 6:03:08,2025-06-21 18:52:44,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
"Kano, Nigeria",2025-06-22,30.3,21.1,60.8,12.8,21.7,274.4,23.6,2025-06-22 6:03:22,2025-06-22 18:52:57,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-06-23,28.5,19.7,60.1,17.2,28.4,280.1,24.1,2025-06-23 6:03:35,2025-06-23 18:53:09,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-06-24,29.8,20.2,59.6,11.4,31.5,277.8,24.1,2025-06-24 6:03:49,2025-06-24 18:53:21,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-06-25,31.2,21,56.8,9.8,30.2,272.1,23.5,2025-06-25 6:04:04,2025-06-25 18:53:32,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-06-26,29.6,20.7,60.6,15,38.6,277.7,24,2025-06-26 6:04:18,2025-06-26 18:53:42,0.03,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain
"Kano, Nigeria",2025-06-27,30.4,22.1,63.2,13.9,34.4,287.8,24.7,2025-06-27 6:04:33,2025-06-27 18:53:52,0.07,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
"Kano, Nigeria",2025-06-28,29.3,22,65.9,17.2,46.2,282.6,24.5,2025-06-28 6:04:48,2025-06-28 18:54:01,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2025-06-29,29.6,21.7,64.9,16.1,57.3,282.3,24.5,2025-06-29 6:05:04,2025-06-29 18:54:10,0.13,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain
"Kano, Nigeria",2025-06-30,26.4,21.7,76.2,11.4,92.2,91.4,7.8,2025-06-30 6:05:19,2025-06-30 18:54:18,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
"Kano, Nigeria",2025-07-01,26.6,21.2,73.1,11.2,89.9,151.1,12.9,2025-07-01 6:05:35,2025-07-01 18:54:25,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-07-02,27.9,21.3,69.3,15,71.5,227.8,19.5,2025-07-02 6:05:51,2025-07-02 18:54:32,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2025-07-03,29.3,22.1,67.5,16.1,60.4,271.6,23.4,2025-07-03 6:06:07,2025-07-03 18:54:37,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2025-07-04,26.2,22.3,80,17.2,77.9,235,20.3,2025-07-04 6:06:23,2025-07-04 18:54:43,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
"Kano, Nigeria",2025-07-05,26.7,22.5,79,9.2,69.5,228.8,19.8,2025-07-05 6:06:39,2025-07-05 18:54:47,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-06,25.5,22.6,84.9,8.1,62,208,17.9,2025-07-06 6:06:55,2025-07-06 18:54:51,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-07,25.9,22.3,81.5,13.9,73,244,21.2,2025-07-07 6:07:11,2025-07-07 18:54:54,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-07-08,27.4,22.2,73.8,12.8,53.2,255.1,22,2025-07-08 6:07:27,2025-07-08 18:54:56,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-09,27.6,21.6,70.3,18.3,34.1,253.7,22,2025-07-09 6:07:43,2025-07-09 18:54:58,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-07-10,27.7,22,71.9,19.7,48,261.2,22.4,2025-07-10 6:08:00,2025-07-10 18:54:58,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-07-11,27.4,21.7,72,15,79,248.1,21.4,2025-07-11 6:08:16,2025-07-11 18:54:58,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-12,25.2,21.8,82.1,13.2,87.9,162.3,14.1,2025-07-12 6:08:32,2025-07-12 18:54:57,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-07-13,24.7,21.6,83.4,9.2,95,153.2,13.3,2025-07-13 6:08:47,2025-07-13 18:54:55,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
"Kano, Nigeria",2025-07-14,25.8,21.9,80.3,9.2,53.8,269.1,23.3,2025-07-14 6:09:03,2025-07-14 18:54:53,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-15,27.9,22.4,73.6,9.4,33.4,290.4,25.1,2025-07-15 6:09:19,2025-07-15 18:54:49,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-16,26.1,21.9,77.9,14.3,66.2,189.1,16.2,2025-07-16 6:09:34,2025-07-16 18:54:45,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-17,25.9,21.4,77.4,13.9,59.6,207.1,17.9,2025-07-17 6:09:49,2025-07-17 18:54:39,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-18,26.6,22.1,77.4,11.4,55.1,275.3,23.8,2025-07-18 6:10:05,2025-07-18 18:54:33,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-19,27.1,22.7,78.2,15,78.2,224.5,19.4,2025-07-19 6:10:19,2025-07-19 18:54:26,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-07-20,26,22.6,83.1,17.2,69,256.7,22.3,2025-07-20 6:10:34,2025-07-20 18:54:19,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-07-21,26.9,22,75.9,10.3,46.5,264.9,22.9,2025-07-21 6:10:48,2025-07-21 18:54:10,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-07-22,27.4,22.8,77.1,11.4,62.5,276.3,23.9,2025-07-22 6:11:02,2025-07-22 18:54:00,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-23,25.7,22,80.7,8.1,95,149.2,12.6,2025-07-23 6:11:16,2025-07-23 18:53:50,0.95,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-07-24,26.2,22.5,81.1,15,79.9,210.8,18,2025-07-24 6:11:30,2025-07-24 18:53:39,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-25,26.2,22.5,81.1,12.8,84.3,186.9,16.1,2025-07-25 6:11:43,2025-07-25 18:53:26,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-26,26.2,22.8,82.9,13.9,66.3,224.6,19.6,2025-07-26 6:11:56,2025-07-26 18:53:13,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-07-27,26.3,22.8,82,12.8,73.8,236,20.3,2025-07-27 6:12:08,2025-07-27 18:52:59,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-28,26.2,22.9,82.5,9.2,58.6,211.2,18.2,2025-07-28 6:12:21,2025-07-28 18:52:45,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-07-29,28.1,22.5,72.9,13.9,33.3,277.5,24,2025-07-29 6:12:32,2025-07-29 18:52:29,0.15,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain
"Kano, Nigeria",2025-07-30,25.2,22.2,83.9,11.4,85.1,187.4,16.1,2025-07-30 6:12:44,2025-07-30 18:52:12,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-07-31,25,22.4,86,9.2,73.1,182.6,15.7,2025-07-31 6:12:55,2025-07-31 18:51:55,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-08-01,25.7,22.1,81.2,13.9,62,242.9,21,2025-08-01 6:13:06,2025-08-01 18:51:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-02,26.5,22.4,78.8,13.9,84.3,217,18.8,2025-08-02 6:13:16,2025-08-02 18:51:18,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
"Kano, Nigeria",2025-08-03,27.2,22.8,78.4,13.9,48.9,260.9,22.5,2025-08-03 6:13:26,2025-08-03 18:50:58,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2025-08-04,26,22.4,82.2,15,45.8,292.6,25.3,2025-08-04 6:13:36,2025-08-04 18:50:37,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-08-05,25.5,22.3,83.3,11.4,75.2,196.4,16.9,2025-08-05 6:13:45,2025-08-05 18:50:16,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-06,26.4,22.5,80.3,11.4,69.6,267,23.1,2025-08-06 6:13:54,2025-08-06 18:49:53,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-07,26.2,22.8,82.8,17.2,66.4,209.2,18.1,2025-08-07 6:14:03,2025-08-07 18:49:30,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-08,26.8,22.9,80,11.4,38.8,278,24,2025-08-08 6:14:11,2025-08-08 18:49:06,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-09,24.9,22.2,85.5,11.4,72.4,239.1,20.6,2025-08-09 6:14:18,2025-08-09 18:48:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-08-10,26.6,21.8,76.9,9.2,37.6,300.4,26,2025-08-10 6:14:26,2025-08-10 18:48:16,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2025-08-11,26.5,22.6,79.7,11.4,63.6,248.4,21.6,2025-08-11 6:14:33,2025-08-11 18:47:50,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-12,26.1,22.6,82.5,17.2,76.6,187.9,16.2,2025-08-12 6:14:39,2025-08-12 18:47:23,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-08-13,23.5,21.2,87.2,8.1,76.9,105.8,9,2025-08-13 6:14:45,2025-08-13 18:46:55,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-14,24.2,21.1,83.9,11.4,50.6,229.3,19.8,2025-08-14 6:14:51,2025-08-14 18:46:27,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-08-15,24.3,22.1,87.7,9.6,80.1,127,11,2025-08-15 6:14:56,2025-08-15 18:45:58,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-08-16,25.7,21.7,79.7,10.3,52.6,252.6,21.7,2025-08-16 6:15:01,2025-08-16 18:45:28,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-17,23.7,21.4,86.7,13,81.6,150,13,2025-08-17 6:15:06,2025-08-17 18:44:58,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-18,23.9,22,89.2,10.3,72.2,101.9,8.9,2025-08-18 6:15:10,2025-08-18 18:44:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2025-08-19,26,22.3,81,12.8,48.2,238.1,20.7,2025-08-19 6:15:14,2025-08-19 18:43:56,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-20,25.6,22.4,83.1,10.7,43.1,240.2,20.9,2025-08-20 6:15:18,2025-08-20 18:43:23,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-08-21,25.9,22.2,81.5,11.4,66.8,276.9,23.9,2025-08-21 6:15:21,2025-08-21 18:42:51,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-22,25.8,22.1,81.5,10.3,51.8,250.4,21.8,2025-08-22 6:15:24,2025-08-22 18:42:17,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-23,26.5,22.5,79.5,12.8,66.8,231.2,20,2025-08-23 6:15:26,2025-08-23 18:41:44,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-08-24,24.8,22,84.4,9.6,71.4,146.6,12.9,2025-08-24 6:15:28,2025-08-24 18:41:09,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
"Kano, Nigeria",2025-08-25,25.5,22.4,83.5,12.8,60.4,205.9,17.7,2025-08-25 6:15:30,2025-08-25 18:40:34,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-08-26,24.9,22.3,86.1,11.4,77.7,149.5,12.9,2025-08-26 6:15:32,2025-08-26 18:39:59,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-08-27,23.9,22.3,91.1,11.4,66.6,129.4,11.1,2025-08-27 6:15:33,2025-08-27 18:39:23,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-08-28,26.8,22.8,79.7,8.7,51.1,237.7,20.5,2025-08-28 6:15:34,2025-08-28 18:38:46,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-08-29,27.1,23.2,80.4,12.8,67.9,250.1,21.5,2025-08-29 6:15:35,2025-08-29 18:38:10,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-30,24.3,21.8,86,17.2,68.1,205.7,17.8,2025-08-30 6:15:36,2025-08-30 18:37:32,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-08-31,25.4,21.8,81.6,11.4,55.7,247.8,21.5,2025-08-31 6:15:36,2025-08-31 18:36:55,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-09-01,26.8,22.5,78.7,10.3,43.4,268,23.2,2025-09-01 6:15:36,2025-09-01 18:36:17,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-09-02,24,22,88.5,9.2,81,152.9,13.3,2025-09-02 6:15:36,2025-09-02 18:35:39,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-09-03,25,21.8,83.2,12.8,66.2,235.1,20.2,2025-09-03 6:15:36,2025-09-03 18:35:00,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-09-04,25.2,22.2,84.6,15,77.5,203,17.4,2025-09-04 6:15:35,2025-09-04 18:34:21,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-09-05,24.9,22.2,86.1,8.3,84.7,211,18.2,2025-09-05 6:15:34,2025-09-05 18:33:42,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-09-06,26.3,22.7,81.5,6.9,49.3,274.1,23.9,2025-09-06 6:15:33,2025-09-06 18:33:02,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-09-07,28,23.4,77.4,5.8,50.9,289.4,24.9,2025-09-07 6:15:32,2025-09-07 18:32:22,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2025-09-08,26.6,23.2,82.8,11.4,69.4,253.7,21.9,2025-09-08 6:15:31,2025-09-08 18:31:42,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-09-09,24.8,22,85.5,9.2,76.7,176.3,15.2,2025-09-09 6:15:30,2025-09-09 18:31:02,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-09-10,26.1,22.9,83.5,5.8,62.3,230.4,19.9,2025-09-10 6:15:28,2025-09-10 18:30:21,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-09-11,25.8,22.8,84.2,6.9,70.3,105,8.9,2025-09-11 6:15:27,2025-09-11 18:29:41,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-09-12,27.1,22.5,77.3,8.1,38.1,282.9,24.5,2025-09-12 6:15:25,2025-09-12 18:29:00,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-09-13,24.5,21.7,85.1,12.8,39.6,281.2,24.4,2025-09-13 6:15:24,2025-09-13 18:28:19,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-09-14,26.9,21.6,74.1,6.9,33.2,292.7,25.2,2025-09-14 6:15:22,2025-09-14 18:27:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-09-15,25.7,21.9,80.6,9.2,53.4,241.5,20.8,2025-09-15 6:15:20,2025-09-15 18:26:57,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-09-16,25.2,22.3,84.9,13.9,58.5,253.4,21.8,2025-09-16 6:15:19,2025-09-16 18:26:16,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-09-17,26.9,22.4,78.4,8.1,46.5,283.1,24.3,2025-09-17 6:15:17,2025-09-17 18:25:35,0.84,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain
"Kano, Nigeria",2025-09-18,28.8,22.8,71.7,6.9,24.3,289.1,25,2025-09-18 6:15:15,2025-09-18 18:24:54,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2025-09-19,28.8,23.9,75.7,10.3,30.4,278.8,24.2,2025-09-19 6:15:14,2025-09-19 18:24:13,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-09-20,27,21.6,74.1,25.3,49.8,289.2,25.1,2025-09-20 6:15:12,2025-09-20 18:23:32,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-09-21,26.9,21.2,73.8,10.3,35.2,287.7,24.7,2025-09-21 6:15:10,2025-09-21 18:22:50,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-09-22,27.9,23.2,77.1,10.3,66,280.2,24.2,2025-09-22 6:15:09,2025-09-22 18:22:10,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-09-23,25.9,22.7,83,19.7,56.7,148.7,13,2025-09-23 6:15:08,2025-09-23 18:21:29,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-09-24,26.2,22.5,80.7,12.8,63.5,159.5,13.9,2025-09-24 6:15:07,2025-09-24 18:20:48,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-09-25,26,21.9,80.5,11.4,65.2,242.5,21.1,2025-09-25 6:15:05,2025-09-25 18:20:07,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-09-26,26.2,22.5,81.1,6.9,55.6,185.1,16,2025-09-26 6:15:05,2025-09-26 18:19:27,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
"Kano, Nigeria",2025-09-27,27.5,22.9,77.6,4.9,29.3,277.4,24.1,2025-09-27 6:15:04,2025-09-27 18:18:47,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-09-28,27.8,22.2,73.8,6.9,53.1,277.6,24.1,2025-09-28 6:15:03,2025-09-28 18:18:07,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-09-29,28.1,22.2,72.2,12.8,15.1,279.6,24.1,2025-09-29 6:15:03,2025-09-29 18:17:27,0.25,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2025-09-30,27.7,22.5,75.2,9.2,43,260.8,22.6,2025-09-30 6:15:03,2025-09-30 18:16:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-10-01,28.6,22.9,73.6,10.3,32.5,274.3,23.8,2025-10-01 6:15:03,2025-10-01 18:16:08,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-10-02,27.2,21.7,72.6,8.9,41.3,252.8,22,2025-10-02 6:15:04,2025-10-02 18:15:29,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
"Kano, Nigeria",2025-10-03,28.9,22.2,69.6,9.2,12.6,289.2,25,2025-10-03 6:15:04,2025-10-03 18:14:51,0.38,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2025-10-04,28.6,23,73.6,9.2,19.6,282.3,24.4,2025-10-04 6:15:05,2025-10-04 18:14:13,0.41,Rain,Clear conditions throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-10-05,27.3,21.6,72.9,13.9,67.7,272.1,23.5,2025-10-05 6:15:07,2025-10-05 18:13:35,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-10-06,25.8,21.4,78.8,20.8,53.9,251.6,21.6,2025-10-06 6:15:08,2025-10-06 18:12:57,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-10-07,26.9,22,76.6,9.2,64,265.9,22.9,2025-10-07 6:15:10,2025-10-07 18:12:21,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-10-08,27.9,22.2,73.2,8.1,11.6,270.8,23.3,2025-10-08 6:15:13,2025-10-08 18:11:44,0.55,Clear,Clear conditions throughout the day.,clear-day
"Kano, Nigeria",2025-10-09,27.6,21.9,73.1,9.2,29.8,269.3,23.2,2025-10-09 6:15:16,2025-10-09 18:11:08,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
"Kano, Nigeria",2025-10-10,26.7,22.4,77.8,25.3,63.3,250.4,21.6,2025-10-10 6:15:19,2025-10-10 18:10:33,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-10-11,27.2,21.6,73.5,6.9,33.5,264.4,23,2025-10-11 6:15:22,2025-10-11 18:09:58,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
"Kano, Nigeria",2025-10-12,26.7,22.2,77.3,8.1,55.2,265.6,22.9,2025-10-12 6:15:26,2025-10-12 18:09:23,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
"Kano, Nigeria",2025-10-13,27.2,21.1,72.7,6.9,56.8,255.6,22,2025-10-13 6:15:31,2025-10-13 18:08:49,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
